lemma,lila_id,synset_id,sem_type,definition_pt,lexemes_pt
audio,lilaLemma:90641,02169702-v,percepção,[perceive (sound) via the auditory sense],escutar
audio,lilaLemma:90641,02169702-v,percepção,[perceive (sound) via the auditory sense],ouvir
audio,lilaLemma:90641,02169702-v,percepção,[perceive (sound) via the auditory sense],ouvir dizer
audio,lilaLemma:90641,02169702-v,percepção,[perceive (sound) via the auditory sense],sentir
audio,lilaLemma:90641,02346895-v,posse,"[choose and follow; as of theories, ideas, policies, strategies or plans]",adoptar
audio,lilaLemma:90641,02346895-v,posse,"[choose and follow; as of theories, ideas, policies, strategies or plans]",adotar
audio,lilaLemma:90641,02346895-v,posse,"[choose and follow; as of theories, ideas, policies, strategies or plans]",esposar
audio,lilaLemma:90641,02346895-v,posse,"[choose and follow; as of theories, ideas, policies, strategies or plans]",tomar
bene,lilaLemma:91473,00219110-r,advérbio,de forma agradável,agradavelmente
bene,lilaLemma:91473,00219110-r,advérbio,de forma agradável,de maneira agradável
bene,lilaLemma:91473,00012779-r,advérbio,completamente ou completamente; totalmente; muitas vezes usado como uma forma de combinar,bem
uita,lilaLemma:130393,04632157-n,atributo,animação e energia na ação ou expressão,alma
uita,lilaLemma:130393,04632157-n,atributo,animação e energia na ação ou expressão,vida
uita,lilaLemma:130393,00006269-n,conceito,"coisas vivas, tomadas coletivamente",vida
uita,lilaLemma:130393,13961642-n,estado,a condição de vida ou o estado de estar vivo,animação
uita,lilaLemma:130393,13961642-n,estado,a condição de vida ou o estado de estar vivo,vida
uita,lilaLemma:130393,15140892-n,tempo,o período compreendido entre o presente até a morte,vida
uita,lilaLemma:130393,15140892-n,tempo,o período compreendido entre o presente até a morte,existência
uita,lilaLemma:130393,01215902-n,ação,"a atividade de prover ou manter, fornecendo com dinheiro ou necessidades",amparo
uita,lilaLemma:130393,01215902-n,ação,"a atividade de prover ou manter, fornecendo com dinheiro ou necessidades",suporte
uita,lilaLemma:130393,01215902-n,ação,"a atividade de prover ou manter, fornecendo com dinheiro ou necessidades",ajuda
uita,lilaLemma:130393,01215902-n,ação,"a atividade de prover ou manter, fornecendo com dinheiro ou necessidades",apoio
uita,lilaLemma:130393,01215902-n,ação,"a atividade de prover ou manter, fornecendo com dinheiro ou necessidades",auxílio
uita,lilaLemma:130393,05810561-n,cognição,a experiência de estar vivo; o curso dos acontecimentos humanos e atividades,vida
uita,lilaLemma:130393,05810561-n,cognição,a experiência de estar vivo; o curso dos acontecimentos humanos e atividades,existência
uita,lilaLemma:130393,02472987-n,animal,Todos os habitantes humanos vivos da Terra,espécie humana
uita,lilaLemma:130393,02472987-n,animal,Todos os habitantes humanos vivos da Terra,homem
uita,lilaLemma:130393,02472987-n,animal,Todos os habitantes humanos vivos da Terra,humanidade
uita,lilaLemma:130393,02472987-n,animal,Todos os habitantes humanos vivos da Terra,mundo
uita,lilaLemma:130393,02472987-n,animal,Todos os habitantes humanos vivos da Terra,povo
uita,lilaLemma:130393,02472987-n,animal,Todos os habitantes humanos vivos da Terra,altruísmo
uita,lilaLemma:130393,02472987-n,animal,Todos os habitantes humanos vivos da Terra,filantropia
uita,lilaLemma:130393,13963192-n,estado,um estado característico ou modo de viver,vida
uita,lilaLemma:130393,05693919-n,cognição,algo imaterial assistência a uma pessoa ou causa ou interesse,apoio
uita,lilaLemma:130393,13961399-n,estado,o curso da existência de um indivíduo; as ações e eventos que ocorrem na vida,existência
uita,lilaLemma:130393,13961399-n,estado,o curso da existência de um indivíduo; as ações e eventos que ocorrem na vida,vida
uita,lilaLemma:130393,13954253-n,estado,o estado ou o fato de existir,Existência
uita,lilaLemma:130393,13954253-n,estado,o estado ou o fato de existir,existência
uita,lilaLemma:130393,13954253-n,estado,o estado ou o fato de existir,forma de vida
uita,lilaLemma:130393,13954253-n,estado,o estado ou o fato de existir,ser
uita,lilaLemma:130393,00282613-n,ação,a progressão geral do seu trabalho ou vida profissional,carriera
uita,lilaLemma:130393,00282613-n,ação,a progressão geral do seu trabalho ou vida profissional,carreira
uita,lilaLemma:130393,00282613-n,ação,a progressão geral do seu trabalho ou vida profissional,corrida
uita,lilaLemma:130393,00282613-n,ação,a progressão geral do seu trabalho ou vida profissional,trajetória
uita,lilaLemma:130393,15140405-n,tempo,o período em que algo é funcional (como entre nascimento e morte),duração de uma vida
uita,lilaLemma:130393,15140405-n,tempo,o período em que algo é funcional (como entre nascimento e morte),vida
uita,lilaLemma:130393,06515827-n,comunicação,uma conta da série de eventos que compõem a vida de uma pessoa,biografia
uita,lilaLemma:130393,13962360-n,estado,um meio de sobrevivência,subsistência
uita,lilaLemma:130393,00004475-n,conceito,uma coisa viva que tem (ou pode desenvolver) a habilidade de agir ou funcionar de forma independente,organismo
uita,lilaLemma:130393,00004475-n,conceito,uma coisa viva que tem (ou pode desenvolver) a habilidade de agir ou funcionar de forma independente,ser
uolo,lilaLemma:130745,01824736-v,emoção,preferir ou quiser fazer alguma coisa,desejar
uolo,lilaLemma:130745,01824736-v,emoção,preferir ou quiser fazer alguma coisa,esperar
uolo,lilaLemma:130745,01824736-v,emoção,preferir ou quiser fazer alguma coisa,querer
uolo,lilaLemma:130745,01824736-v,emoção,preferir ou quiser fazer alguma coisa,gostar
uolo,lilaLemma:130745,00709205-v,cognição,desejo ou exigem a presença de,desejar
uolo,lilaLemma:130745,00709205-v,cognição,desejo ou exigem a presença de,querer
uolo,lilaLemma:130745,00709205-v,cognição,desejo ou exigem a presença de,precisar
uolo,lilaLemma:130745,00708538-v,cognição,ter em mente como objetivo,pretender
uolo,lilaLemma:130745,00708538-v,cognição,ter em mente como objetivo,pensar
uolo,lilaLemma:130745,01188725-v,consumo,ter necessidade de alguma coisa,necessitar
uolo,lilaLemma:130745,01188725-v,consumo,ter necessidade de alguma coisa,precisar
uolo,lilaLemma:130745,01188725-v,consumo,ter necessidade de alguma coisa,requerer
uolo,lilaLemma:130745,01188725-v,consumo,ter necessidade de alguma coisa,acertar
uolo,lilaLemma:130745,01188725-v,consumo,ter necessidade de alguma coisa,carecer
uolo,lilaLemma:130745,01188725-v,consumo,ter necessidade de alguma coisa,carecer_de
uolo,lilaLemma:130745,01188725-v,consumo,ter necessidade de alguma coisa,delinear-se
uolo,lilaLemma:130745,01188725-v,consumo,ter necessidade de alguma coisa,esclarecer
uolo,lilaLemma:130745,01188725-v,consumo,ter necessidade de alguma coisa,exigir
uolo,lilaLemma:130745,01188725-v,consumo,ter necessidade de alguma coisa,explicitar
uolo,lilaLemma:130745,01188725-v,consumo,ter necessidade de alguma coisa,necessitar_de
uolo,lilaLemma:130745,01188725-v,consumo,ter necessidade de alguma coisa,ordenar
uolo,lilaLemma:130745,01188725-v,consumo,ter necessidade de alguma coisa,positivar
uolo,lilaLemma:130745,01188725-v,consumo,ter necessidade de alguma coisa,precisar_de
uolo,lilaLemma:130745,01188725-v,consumo,ter necessidade de alguma coisa,querer
uolo,lilaLemma:130745,01188725-v,consumo,ter necessidade de alguma coisa,relembrar
uolo,lilaLemma:130745,00955148-v,comunicação,significar ou ter intenção de expressar ou transmitir,indicar
uolo,lilaLemma:130745,00955148-v,comunicação,significar ou ter intenção de expressar ou transmitir,significar
uolo,lilaLemma:130745,01317064-v,contato,caçar ou procurar; quer por um motivo especial,procurar
uolo,lilaLemma:130745,00797697-v,comunicação,dar uma resposta afirmativa à; responder favoravelmente a,aceitar
uolo,lilaLemma:130745,00797697-v,comunicação,dar uma resposta afirmativa à; responder favoravelmente a,aprovar
uolo,lilaLemma:130745,00797697-v,comunicação,dar uma resposta afirmativa à; responder favoravelmente a,concordar
uolo,lilaLemma:130745,00797697-v,comunicação,dar uma resposta afirmativa à; responder favoravelmente a,consentir
uolo,lilaLemma:130745,01824339-v,emoção,esperar por; ter um desejo,desejar
uolo,lilaLemma:130745,01824339-v,emoção,esperar por; ter um desejo,querer
uolo,lilaLemma:130745,01825237-v,emoção,sentir ou ter desejo por; querer fortemente;,ansiar
uolo,lilaLemma:130745,01825237-v,emoção,sentir ou ter desejo por; querer fortemente;,desejar
uolo,lilaLemma:130745,01825237-v,emoção,sentir ou ter desejo por; querer fortemente;,querer
uolo,lilaLemma:130745,00708980-v,cognição,propor ou intenção,pretender
uolo,lilaLemma:130745,00708980-v,cognição,propor ou intenção,propor
uolo,lilaLemma:130745,00698398-v,cognição,determinar por escolha,querer
bonum,lilaLemma:91351,13370938-n,posse,uma grande quantidade de riqueza,fortuna
bonum,lilaLemma:91351,05624042-n,cognição,habilidades naturais ou qualidades,dom
bonum,lilaLemma:91351,05624042-n,cognição,habilidades naturais ou qualidades,talento
bonum,lilaLemma:91351,04849241-n,atributo,excelência moral ou admirableness,bondade
bonum,lilaLemma:91351,04849241-n,atributo,excelência moral ou admirableness,virtude
bonum,lilaLemma:91351,13244109-n,posse,algo que pertence a alguém; qualquer posse tangível ou intangível que é propriedade de alguém,possessão
bonum,lilaLemma:91351,13244109-n,posse,algo que pertence a alguém; qualquer posse tangível ou intangível que é propriedade de alguém,propriedade
bonum,lilaLemma:91351,13244109-n,posse,algo que pertence a alguém; qualquer posse tangível ou intangível que é propriedade de alguém,pertence
bonum,lilaLemma:91351,05142180-n,atributo,o que é agradável ou valiosa ou útil,bem
bonum,lilaLemma:91351,05142180-n,atributo,o que é agradável ou valiosa ou útil,bom
bonum,lilaLemma:91351,13250930-n,posse,tudo que você possui; todos os seus bens (sejam bens imóveis ou bens pessoais) e passivos,bem
bonum,lilaLemma:91351,13250930-n,posse,tudo que você possui; todos os seus bens (sejam bens imóveis ou bens pessoais) e passivos,bens de raiz
bonum,lilaLemma:91351,13250930-n,posse,tudo que você possui; todos os seus bens (sejam bens imóveis ou bens pessoais) e passivos,fazenda
bonum,lilaLemma:91351,13250930-n,posse,tudo que você possui; todos os seus bens (sejam bens imóveis ou bens pessoais) e passivos,herança
bonum,lilaLemma:91351,13250930-n,posse,tudo que você possui; todos os seus bens (sejam bens imóveis ou bens pessoais) e passivos,património
bonum,lilaLemma:91351,13250930-n,posse,tudo que você possui; todos os seus bens (sejam bens imóveis ou bens pessoais) e passivos,patrimônio
bonum,lilaLemma:91351,13250930-n,posse,tudo que você possui; todos os seus bens (sejam bens imóveis ou bens pessoais) e passivos,propriedade
bonum,lilaLemma:91351,13250930-n,posse,tudo que você possui; todos os seus bens (sejam bens imóveis ou bens pessoais) e passivos,riqueza
bonum,lilaLemma:91351,04839154-n,atributo,conformidade com as regras ou normas,equanimidade
bonum,lilaLemma:91351,04839154-n,atributo,conformidade com as regras ou normas,eqüidade
bonum,lilaLemma:91351,04839154-n,atributo,conformidade com as regras ou normas,justiça
bonum,lilaLemma:91351,05159725-n,atributo,benefícios do sistema,lucro
bonum,lilaLemma:91351,05159725-n,atributo,benefícios do sistema,operacionalidade
bonum,lilaLemma:91351,05159725-n,atributo,benefícios do sistema,utilidade
bonum,lilaLemma:91351,05159725-n,atributo,benefícios do sistema,valor
bonum,lilaLemma:91351,05159725-n,atributo,benefícios do sistema,bem
bonum,lilaLemma:91351,05159725-n,atributo,benefícios do sistema,benefício
bonum,lilaLemma:91351,05159725-n,atributo,benefícios do sistema,interesse
bonum,lilaLemma:91351,05159725-n,atributo,benefícios do sistema,juro
bonum,lilaLemma:91351,14474264-n,estado,um estado desejável,benção
bonum,lilaLemma:91351,14474264-n,estado,um estado desejável,bênção
bonum,lilaLemma:91351,04723816-n,atributo,um atributo essencial e distintiva de algo ou alguém,qualidade
bonum,lilaLemma:91351,05155821-n,atributo,a qualidade de ter uma posição mais favorável ou superior,benefício
bonum,lilaLemma:91351,05155821-n,atributo,a qualidade de ter uma posição mais favorável ou superior,predominância
bonum,lilaLemma:91351,05155821-n,atributo,a qualidade de ter uma posição mais favorável ou superior,vantagem
bonum,lilaLemma:91351,05155821-n,atributo,a qualidade de ter uma posição mais favorável ou superior,qualidade
bonum,lilaLemma:91351,05155821-n,atributo,a qualidade de ter uma posição mais favorável ou superior,superioridade
bonus,lilaLemma:91782,00995775-a,adjetivo,encorajando ou aprovar ou agradável,favorável
bonus,lilaLemma:91782,00633410-a,adjetivo,correta na opinião ou julgamento,bom
bonus,lilaLemma:91782,00633410-a,adjetivo,correta na opinião ou julgamento,certo
bonus,lilaLemma:91782,00633410-a,adjetivo,correta na opinião ou julgamento,correto
bonus,lilaLemma:91782,00633410-a,adjetivo,correta na opinião ou julgamento,recto
bonus,lilaLemma:91782,01123148-a,adjetivo,ter qualidades desejáveis ou positivas especialmente aqueles adequados para a coisa especificada,bom
bonus,lilaLemma:91782,02498708-a,adjetivo,[well grounded in logic or truth or having legal force],válido
bonus,lilaLemma:91782,01372049-a,adjetivo,ter ou mostrando um concurso e natureza atencioso e prestativo; usado especialmente de pessoas e seu comportamento,amável
bonus,lilaLemma:91782,00262792-a,adjetivo,possuindo ou exibindo coragem; capaz de enfrentar e lidar com o perigo ou medo sem vacilar,afoito
bonus,lilaLemma:91782,00262792-a,adjetivo,possuindo ou exibindo coragem; capaz de enfrentar e lidar com o perigo ou medo sem vacilar,arrojado
bonus,lilaLemma:91782,00262792-a,adjetivo,possuindo ou exibindo coragem; capaz de enfrentar e lidar com o perigo ou medo sem vacilar,brava
bonus,lilaLemma:91782,00262792-a,adjetivo,possuindo ou exibindo coragem; capaz de enfrentar e lidar com o perigo ou medo sem vacilar,bravo
bonus,lilaLemma:91782,00262792-a,adjetivo,possuindo ou exibindo coragem; capaz de enfrentar e lidar com o perigo ou medo sem vacilar,corajoso
bonus,lilaLemma:91782,00262792-a,adjetivo,possuindo ou exibindo coragem; capaz de enfrentar e lidar com o perigo ou medo sem vacilar,valente
bonus,lilaLemma:91782,00262792-a,adjetivo,possuindo ou exibindo coragem; capaz de enfrentar e lidar com o perigo ou medo sem vacilar,valoroso
bonus,lilaLemma:91782,00262792-a,adjetivo,possuindo ou exibindo coragem; capaz de enfrentar e lidar com o perigo ou medo sem vacilar,adevão
bonus,lilaLemma:91782,00624026-a,adjetivo,grande ou relativamente grande em número ou quantidade ou a extensão ou grau,considerável
bonus,lilaLemma:91782,00624026-a,adjetivo,grande ou relativamente grande em número ou quantidade ou a extensão ou grau,apreciável
bonus,lilaLemma:91782,00624026-a,adjetivo,grande ou relativamente grande em número ou quantidade ou a extensão ou grau,importante
bonus,lilaLemma:91782,00624026-a,adjetivo,grande ou relativamente grande em número ou quantidade ou a extensão ou grau,notável
bonus,lilaLemma:91782,00624026-a,adjetivo,grande ou relativamente grande em número ou quantidade ou a extensão ou grau,ponderável
bonus,lilaLemma:91782,00624026-a,adjetivo,grande ou relativamente grande em número ou quantidade ou a extensão ou grau,sensível
bonus,lilaLemma:91782,00631391-a,adjetivo,livre de erro; especialmente em conformidade com a verdade ou a verdade,certo
bonus,lilaLemma:91782,00631391-a,adjetivo,livre de erro; especialmente em conformidade com a verdade ou a verdade,correto
bonus,lilaLemma:91782,00631391-a,adjetivo,livre de erro; especialmente em conformidade com a verdade ou a verdade,justo
bonus,lilaLemma:91782,00631391-a,adjetivo,livre de erro; especialmente em conformidade com a verdade ou a verdade,recto
bonus,lilaLemma:91782,02036934-s,adjetivo,[of moral excellence],bom
bonus,lilaLemma:91782,02036934-s,adjetivo,[of moral excellence],direito
bonus,lilaLemma:91782,02036934-s,adjetivo,[of moral excellence],justo
bonus,lilaLemma:91782,01800349-a,adjetivo,proporcionando prazer; estar em harmonia com o seu gosto ou gostos,agradável
bonus,lilaLemma:91782,01800349-a,adjetivo,proporcionando prazer; estar em harmonia com o seu gosto ou gostos,simpático
bonus,lilaLemma:91782,01129977-a,adjetivo,moralmente admirável,boa
bonus,lilaLemma:91782,01129977-a,adjetivo,moralmente admirável,bom
capio,lilaLemma:92686,01104018-v,competição,"superar, geralmente não por culpa ou fraqueza da pessoa que é superada",derrotar
capio,lilaLemma:92686,01104018-v,competição,"superar, geralmente não por culpa ou fraqueza da pessoa que é superada",superar
capio,lilaLemma:92686,01104018-v,competição,"superar, geralmente não por culpa ou fraqueza da pessoa que é superada",vencer
capio,lilaLemma:92686,01104018-v,competição,"superar, geralmente não por culpa ou fraqueza da pessoa que é superada",ultrapassar
capio,lilaLemma:92686,01111028-v,competição,"obtenção de vantagens, tais como pontos, etc.",avançar
capio,lilaLemma:92686,01111028-v,competição,"obtenção de vantagens, tais como pontos, etc.",ganhar
capio,lilaLemma:92686,02236124-v,posse,A única garota que o aceitaria era a filha do moleiro,aceitar
capio,lilaLemma:92686,02236124-v,posse,A única garota que o aceitaria era a filha do moleiro,topar
capio,lilaLemma:92686,02236124-v,posse,A única garota que o aceitaria era a filha do moleiro,querer
capio,lilaLemma:92686,01216004-v,contato,segurar com firmeza,agarrar
capio,lilaLemma:92686,01216004-v,contato,segurar com firmeza,pegar de súbito
capio,lilaLemma:92686,01216004-v,contato,segurar com firmeza,segurar
capio,lilaLemma:92686,01216670-v,contato,ter ou manter em uma de mãos ou aderência,segurar
capio,lilaLemma:92686,01216670-v,contato,ter ou manter em uma de mãos ou aderência,tomar conta
capio,lilaLemma:92686,01216670-v,contato,ter ou manter em uma de mãos ou aderência,aguentar
capio,lilaLemma:92686,01216670-v,contato,ter ou manter em uma de mãos ou aderência,agüentar
capio,lilaLemma:92686,01216670-v,contato,ter ou manter em uma de mãos ou aderência,sujeitar
capio,lilaLemma:92686,01216670-v,contato,ter ou manter em uma de mãos ou aderência,sustentar
capio,lilaLemma:92686,00737476-v,cognição,capturar a atenção ou a imaginação de,capturar
capio,lilaLemma:92686,00737476-v,cognição,capturar a atenção ou a imaginação de,prender
capio,lilaLemma:92686,02475922-v,relação social,"[assign a duty, responsibility or obligation to]",nomear
capio,lilaLemma:92686,02475922-v,relação social,"[assign a duty, responsibility or obligation to]",responsabilizar
capio,lilaLemma:92686,02475922-v,relação social,"[assign a duty, responsibility or obligation to]",designar
capio,lilaLemma:92686,02238085-v,posse,[come into possession of],obter
capio,lilaLemma:92686,02238085-v,posse,[come into possession of],adquirir
capio,lilaLemma:92686,02238085-v,posse,[come into possession of],conseguir
capio,lilaLemma:92686,01480469-v,contato,absorver e reter,guardar
capio,lilaLemma:92686,01480469-v,contato,absorver e reter,capturar
capio,lilaLemma:92686,02292125-v,posse,[obtain],auferir
capio,lilaLemma:92686,02292125-v,posse,[obtain],ganhar
capio,lilaLemma:92686,02292125-v,posse,[obtain],receber
capio,lilaLemma:92686,02020590-v,movimento,"chegar ao destino, real ou abstrato",alcançar
capio,lilaLemma:92686,02020590-v,movimento,"chegar ao destino, real ou abstrato",chegar
capio,lilaLemma:92686,02020590-v,movimento,"chegar ao destino, real ou abstrato",atingir
capio,lilaLemma:92686,02020590-v,movimento,"chegar ao destino, real ou abstrato",conseguir
capio,lilaLemma:92686,02020590-v,movimento,"chegar ao destino, real ou abstrato",ganhar
capio,lilaLemma:92686,00050652-v,corpo,colocar roupas no corpo,caber
capio,lilaLemma:92686,00050652-v,corpo,colocar roupas no corpo,colocar
capio,lilaLemma:92686,00050652-v,corpo,colocar roupas no corpo,pôr
capio,lilaLemma:92686,00050652-v,corpo,colocar roupas no corpo,usar
capio,lilaLemma:92686,00050652-v,corpo,colocar roupas no corpo,vestir
capio,lilaLemma:92686,02315938-v,posse,[receive from a predecessor],herdar
capio,lilaLemma:92686,00769553-v,comunicação,"fazer (alguém) concordar, entender ou perceber a verdade ou validade de algo",convencer
capio,lilaLemma:92686,00769553-v,comunicação,"fazer (alguém) concordar, entender ou perceber a verdade ou validade de algo",persuadir
capio,lilaLemma:92686,01017826-v,comunicação,reivindicar como devido ou apenas,demandar
capio,lilaLemma:92686,01017826-v,comunicação,reivindicar como devido ou apenas,exigir
capio,lilaLemma:92686,01817314-v,emoção,manter enfeitiçado,encantar
capio,lilaLemma:92686,01817314-v,emoção,manter enfeitiçado,agadanhar
capio,lilaLemma:92686,01817314-v,emoção,manter enfeitiçado,alegrar
capio,lilaLemma:92686,01817314-v,emoção,manter enfeitiçado,arrebatar
capio,lilaLemma:92686,01817314-v,emoção,manter enfeitiçado,assombrar
capio,lilaLemma:92686,01817314-v,emoção,manter enfeitiçado,cativar
capio,lilaLemma:92686,01817314-v,emoção,manter enfeitiçado,conquistar
capio,lilaLemma:92686,01817314-v,emoção,manter enfeitiçado,deleitar
capio,lilaLemma:92686,01817314-v,emoção,manter enfeitiçado,deliciar
capio,lilaLemma:92686,01817314-v,emoção,manter enfeitiçado,embeiçar
capio,lilaLemma:92686,01817314-v,emoção,manter enfeitiçado,embevecer
capio,lilaLemma:92686,01817314-v,emoção,manter enfeitiçado,engodar
capio,lilaLemma:92686,01817314-v,emoção,manter enfeitiçado,enlevar
capio,lilaLemma:92686,01817314-v,emoção,manter enfeitiçado,extasiar
capio,lilaLemma:92686,01817314-v,emoção,manter enfeitiçado,fascinar
capio,lilaLemma:92686,01817314-v,emoção,manter enfeitiçado,maravilhar
capio,lilaLemma:92686,01817314-v,emoção,manter enfeitiçado,regalar
capio,lilaLemma:92686,01817314-v,emoção,manter enfeitiçado,transportar
capio,lilaLemma:92686,01797730-v,emoção,causar grande infelicidade em alguem,acabrunhar
capio,lilaLemma:92686,01797730-v,emoção,causar grande infelicidade em alguem,afligir
capio,lilaLemma:92686,01797730-v,emoção,causar grande infelicidade em alguem,angustiar
capio,lilaLemma:92686,00522751-v,mudança,receber um tratamento específico,incorrer
capio,lilaLemma:92686,00522751-v,mudança,receber um tratamento específico,obter
capio,lilaLemma:92686,00522751-v,mudança,receber um tratamento específico,receber
capio,lilaLemma:92686,01806505-v,emoção,atrair; impressionar para enamorar-se,cativar
capio,lilaLemma:92686,01806505-v,emoção,atrair; impressionar para enamorar-se,deleitar
capio,lilaLemma:92686,01806505-v,emoção,atrair; impressionar para enamorar-se,deliciar
capio,lilaLemma:92686,01806505-v,emoção,atrair; impressionar para enamorar-se,encantar
capio,lilaLemma:92686,01806505-v,emoção,atrair; impressionar para enamorar-se,fascinar
capio,lilaLemma:92686,00065639-v,corpo,ser acometido de lesões e doenças,contrair
capio,lilaLemma:92686,00065639-v,corpo,ser acometido de lesões e doenças,sofrer
capio,lilaLemma:92686,00065639-v,corpo,ser acometido de lesões e doenças,ter
capio,lilaLemma:92686,02575082-v,relação social,[be false to; be dishonest with],enganar
capio,lilaLemma:92686,02575082-v,relação social,[be false to; be dishonest with],iludir
capio,lilaLemma:92686,02575082-v,relação social,[be false to; be dishonest with],lograr
capio,lilaLemma:92686,00524682-v,mudança,"assumir uma certa forma, atributo ou aspecto",adotar
capio,lilaLemma:92686,00524682-v,mudança,"assumir uma certa forma, atributo ou aspecto",assumir
capio,lilaLemma:92686,00524682-v,mudança,"assumir uma certa forma, atributo ou aspecto",adoptar
capio,lilaLemma:92686,00524682-v,mudança,"assumir uma certa forma, atributo ou aspecto",adquirir
capio,lilaLemma:92686,00674607-v,cognição,"escolher, selecionar de um numero de alternativas",escolher
capio,lilaLemma:92686,00674607-v,cognição,"escolher, selecionar de um numero de alternativas",seleccionar
capio,lilaLemma:92686,00674607-v,cognição,"escolher, selecionar de um numero de alternativas",selecionar
capio,lilaLemma:92686,00674607-v,cognição,"escolher, selecionar de um numero de alternativas",apanhar
capio,lilaLemma:92686,00674607-v,cognição,"escolher, selecionar de um numero de alternativas",eleger
capio,lilaLemma:92686,00674607-v,cognição,"escolher, selecionar de um numero de alternativas",optar
capio,lilaLemma:92686,00674607-v,cognição,"escolher, selecionar de um numero de alternativas",pegar
capio,lilaLemma:92686,02701210-v,estado,ser capaz de manter ou conter,caber
capio,lilaLemma:92686,02701210-v,estado,ser capaz de manter ou conter,conter
capio,lilaLemma:92686,01328012-v,contato,"causar a tornar-se acidentalmente ou de repente pego, enlaçados, ou emaranhados",prender
capio,lilaLemma:92686,01328012-v,contato,"causar a tornar-se acidentalmente ou de repente pego, enlaçados, ou emaranhados",capturar
capio,lilaLemma:92686,01439190-v,contato,"segurar de forma a prender, restringir, interromper o movimento de algo",agarrar
capio,lilaLemma:92686,01439190-v,contato,"segurar de forma a prender, restringir, interromper o movimento de algo",segurar
capio,lilaLemma:92686,02241107-v,posse,[obtain by coercion or intimidation],extorquir
capio,lilaLemma:92686,02579447-v,relação social,corromper moralmente ou por intemperança ou sensualidade,aviltar
capio,lilaLemma:92686,02579447-v,relação social,corromper moralmente ou por intemperança ou sensualidade,corromper
capio,lilaLemma:92686,02579447-v,relação social,corromper moralmente ou por intemperança ou sensualidade,depravar
capio,lilaLemma:92686,02579447-v,relação social,corromper moralmente ou por intemperança ou sensualidade,desvirtuar
capio,lilaLemma:92686,02579447-v,relação social,corromper moralmente ou por intemperança ou sensualidade,perverter
capio,lilaLemma:92686,02579447-v,relação social,corromper moralmente ou por intemperança ou sensualidade,subverter
capio,lilaLemma:92686,02579447-v,relação social,corromper moralmente ou por intemperança ou sensualidade,viciar
capio,lilaLemma:92686,02579447-v,relação social,corromper moralmente ou por intemperança ou sensualidade,abastardar
capio,lilaLemma:92686,02579447-v,relação social,corromper moralmente ou por intemperança ou sensualidade,adulterar
capio,lilaLemma:92686,02579447-v,relação social,corromper moralmente ou por intemperança ou sensualidade,agalegar
capio,lilaLemma:92686,02579447-v,relação social,corromper moralmente ou por intemperança ou sensualidade,alterar
capio,lilaLemma:92686,02579447-v,relação social,corromper moralmente ou por intemperança ou sensualidade,apostemar
capio,lilaLemma:92686,02579447-v,relação social,corromper moralmente ou por intemperança ou sensualidade,contaminar
capio,lilaLemma:92686,02579447-v,relação social,corromper moralmente ou por intemperança ou sensualidade,corroer
capio,lilaLemma:92686,02579447-v,relação social,corromper moralmente ou por intemperança ou sensualidade,corrompido
capio,lilaLemma:92686,02579447-v,relação social,corromper moralmente ou por intemperança ou sensualidade,corrupto
capio,lilaLemma:92686,02579447-v,relação social,corromper moralmente ou por intemperança ou sensualidade,debochar
capio,lilaLemma:92686,02579447-v,relação social,corromper moralmente ou por intemperança ou sensualidade,deformar
capio,lilaLemma:92686,02579447-v,relação social,corromper moralmente ou por intemperança ou sensualidade,degenerar
capio,lilaLemma:92686,02579447-v,relação social,corromper moralmente ou por intemperança ou sensualidade,degradar
capio,lilaLemma:92686,02579447-v,relação social,corromper moralmente ou por intemperança ou sensualidade,depravado
capio,lilaLemma:92686,02579447-v,relação social,corromper moralmente ou por intemperança ou sensualidade,derrancar
capio,lilaLemma:92686,02579447-v,relação social,corromper moralmente ou por intemperança ou sensualidade,descarreirar
capio,lilaLemma:92686,02579447-v,relação social,corromper moralmente ou por intemperança ou sensualidade,desencaminhar
capio,lilaLemma:92686,02579447-v,relação social,corromper moralmente ou por intemperança ou sensualidade,desencarreirar
capio,lilaLemma:92686,02579447-v,relação social,corromper moralmente ou por intemperança ou sensualidade,desmanchar
capio,lilaLemma:92686,02579447-v,relação social,corromper moralmente ou por intemperança ou sensualidade,desmoralizar
capio,lilaLemma:92686,02579447-v,relação social,corromper moralmente ou por intemperança ou sensualidade,desregrar
capio,lilaLemma:92686,02579447-v,relação social,corromper moralmente ou por intemperança ou sensualidade,devassar
capio,lilaLemma:92686,02579447-v,relação social,corromper moralmente ou por intemperança ou sensualidade,devasso
capio,lilaLemma:92686,02579447-v,relação social,corromper moralmente ou por intemperança ou sensualidade,dissoluto
capio,lilaLemma:92686,02579447-v,relação social,corromper moralmente ou por intemperança ou sensualidade,eivar
capio,lilaLemma:92686,02579447-v,relação social,corromper moralmente ou por intemperança ou sensualidade,empestar
capio,lilaLemma:92686,02579447-v,relação social,corromper moralmente ou por intemperança ou sensualidade,estragado
capio,lilaLemma:92686,02579447-v,relação social,corromper moralmente ou por intemperança ou sensualidade,estragar
capio,lilaLemma:92686,02579447-v,relação social,corromper moralmente ou por intemperança ou sensualidade,gangrenar
capio,lilaLemma:92686,02579447-v,relação social,corromper moralmente ou por intemperança ou sensualidade,insidiar
capio,lilaLemma:92686,02579447-v,relação social,corromper moralmente ou por intemperança ou sensualidade,minar
