"lemma","Freq","NormFreq"
"deserta",1,0.0346631264060231
"desertor",1,0.0346631264060231
"desertum",5,0.173315632030115
"desertus",11,0.381294390466254
"deseruio",3,0.103989379218069
"deses",1,0.0346631264060231
"desideo",2,0.0693262528120461
"desiderium",49,1.69849319389513
"desidero",93,3.22367075576014
"desidia",6,0.207978758436138
"desido",1,0.0346631264060231
"designatio",1,0.0346631264060231
"designatus",1,0.0346631264060231
"designo",44,1.52517756186501
"desilio",10,0.346631264060231
"desino",56,1.94113507873729
"desipiens",2,0.0693262528120461
"desisto",19,0.658599401714438
"desolo",1,0.0346631264060231
"despecto",2,0.0693262528120461
"despectus",2,0.0693262528120461
"desperatio",7,0.242641884842161
"desperatus",5,0.173315632030115
"despero",26,0.9012412865566
"despicio",22,0.762588780932507
"despolio",2,0.0693262528120461
"despondeo",5,0.173315632030115
"destillatio",1,0.0346631264060231
"destillo",1,0.0346631264060231
"destinatum",1,0.0346631264060231
"destino",8,0.277305011248185
"destituo",9,0.311968137654208
"destringo",8,0.277305011248185
"destruo",2,0.0693262528120461
"desudo",2,0.0693262528120461
"desuesco",2,0.0693262528120461
"desum",112,3.88227015747458
"desuper",3,0.103989379218069
"detego",1,0.0346631264060231
"detergeo",1,0.0346631264060231
"deterior",10,0.346631264060231
"deterius",3,0.103989379218069
"detero",3,0.103989379218069
"deterreo",15,0.519946896090346
"detestabilis",6,0.207978758436138
"detestor",4,0.138652505624092
"detineo",14,0.485283769684323
"detorqueo",5,0.173315632030115
"detraho",42,1.45585130905297
"detrimentum",14,0.485283769684323
"detrudo",2,0.0693262528120461
"deturbo",1,0.0346631264060231
"Deucalion",2,0.0693262528120461
"deueho",3,0.103989379218069
"deuenio",7,0.242641884842161
"deuersor",2,0.0693262528120461
"deuersorium",2,0.0693262528120461
"deuerto",8,0.277305011248185
"deuexus",2,0.0693262528120461
"deuincio",8,0.277305011248185
"deuinco",10,0.346631264060231
"deuinctus",1,0.0346631264060231
"deuito",6,0.207978758436138
"deuius",6,0.207978758436138
"deuoco",4,0.138652505624092
"deuoluo",1,0.0346631264060231
"deuoro",9,0.311968137654208
"deuoti",1,0.0346631264060231
"deuoueo",5,0.173315632030115
"deus",452,15.6677331355224
"dexter",13,0.4506206432783
"dextera",34,1.17854629780478
"dextere",1,0.0346631264060231
"Diablintes",1,0.0346631264060231
"diadema",2,0.0693262528120461
"diaeta",1,0.0346631264060231
"dialecticus",1,0.0346631264060231
"dialogus",2,0.0693262528120461
"Diana",14,0.485283769684323
"dicacitas",1,0.0346631264060231
"Dicaearchus",4,0.138652505624092
"dicax",2,0.0693262528120461
"dicio",9,0.311968137654208
"dicis",2,0.0693262528120461
"dico",1431,49.602933887019
"dico2",7,0.242641884842161
"dicrotum",1,0.0346631264060231
"dictaeus",1,0.0346631264060231
"dictator",13,0.4506206432783
"dictatura",5,0.173315632030115
"dictio",4,0.138652505624092
"dictito",9,0.311968137654208
"dicto",8,0.277305011248185
"dictum",34,1.17854629780478
"didius",2,0.0693262528120461
"dido",1,0.0346631264060231
"Dido",13,0.4506206432783
"diduco",10,0.346631264060231
"diecula",1,0.0346631264060231
"dies",584,20.2432658211175
"Diespiter",1,0.0346631264060231
"diffamo",1,0.0346631264060231
"differentia",1,0.0346631264060231
"differo",32,1.10922004499274
"differtus",2,0.0693262528120461
"difficile",1,0.0346631264060231
"difficilis",69,2.39175572201559
"difficiliter",4,0.138652505624092
"difficultas",20,0.693262528120461
"diffido",11,0.381294390466254
"diffindo",1,0.0346631264060231
"diffingo",1,0.0346631264060231
"diffluo",4,0.138652505624092
"diffugio",3,0.103989379218069
"diffundo",7,0.242641884842161
"digero",1,0.0346631264060231
"digitus",10,0.346631264060231
"dignatio",3,0.103989379218069
"digne",3,0.103989379218069
"dignitas",164,5.68475273058778
"digno",1,0.0346631264060231
"dignor",2,0.0693262528120461
"dignus",108,3.74361765185049
"digredior",3,0.103989379218069
"digressus",2,0.0693262528120461
"diiudico",2,0.0693262528120461
"diiunctus",6,0.207978758436138
"dilabor",7,0.242641884842161
"dilacero",1,0.0346631264060231
"dilanio",1,0.0346631264060231
"dilatio",5,0.173315632030115
"dilato",3,0.103989379218069
"dilaudo",1,0.0346631264060231
"dilectus",1,0.0346631264060231
"diligens",21,0.727925654526484
"diligenter",63,2.18377696357945
"diligentia",60,2.07978758436138
"diligo",70,2.42641884842161
"dilucesco",2,0.0693262528120461
"dilucidus",1,0.0346631264060231
"diluculum",1,0.0346631264060231
"diluo",7,0.242641884842161
"diluuium",1,0.0346631264060231
"dimetior",6,0.207978758436138
"dimicatio",9,0.311968137654208
"dimico",17,0.589273148902392
"dimidium",2,0.0693262528120461
"dimidius",1,0.0346631264060231
"dimitto",81,2.80771323888787
"dimoueo",2,0.0693262528120461
"Dindymena",1,0.0346631264060231
"dinosco",1,0.0346631264060231
"dinumero",1,0.0346631264060231
"diocesis",1,0.0346631264060231
"Diocles",1,0.0346631264060231
"diodorus",14,0.485283769684323
"diodotus",1,0.0346631264060231
"dioecesis",1,0.0346631264060231
"Diogenes",2,0.0693262528120461
"Diomedes",4,0.138652505624092
"Dion",5,0.173315632030115
"Dionysiarchus",1,0.0346631264060231
"Dionysius",13,0.4506206432783
"diota",1,0.0346631264060231
"Diphilus",1,0.0346631264060231
"dircaeus",2,0.0693262528120461
"Dirce",4,0.138652505624092
"directe",1,0.0346631264060231
"direptio",4,0.138652505624092
"direptor",2,0.0693262528120461
"dirigo",7,0.242641884842161
"dirimo",11,0.381294390466254
"diripio",20,0.693262528120461
"diritas",1,0.0346631264060231
"dirum",1,0.0346631264060231
"dirumpo",5,0.173315632030115
"diruo",3,0.103989379218069
"dirus",13,0.4506206432783
"Dis",8,0.277305011248185
"discedo",101,3.50097576700833
"disceptatio",3,0.103989379218069
"disceptator",1,0.0346631264060231
"discepto",2,0.0693262528120461
"discerno",5,0.173315632030115
"discerpo",1,0.0346631264060231
"discessio",3,0.103989379218069
"discessus",13,0.4506206432783
"discidium",9,0.311968137654208
"discindo",3,0.103989379218069
"discingo",1,0.0346631264060231
"disciplina",40,1.38652505624092
"discipula",1,0.0346631264060231
"discipulus",27,0.935904412962623
"discludo",1,0.0346631264060231
"disco",63,2.18377696357945
"discolor",1,0.0346631264060231
"discoquo",1,0.0346631264060231
"discordia",12,0.415957516872277
"Discordia",2,0.0693262528120461
"discordis",5,0.173315632030115
"discordium",1,0.0346631264060231
"discrepo",4,0.138652505624092
"discribo",4,0.138652505624092
"discrimen",26,0.9012412865566
"discrimino",1,0.0346631264060231
"discriptio",1,0.0346631264060231
"discumbo",6,0.207978758436138
"discurro",5,0.173315632030115
"discursus",3,0.103989379218069
"discus",4,0.138652505624092
"discutio",5,0.173315632030115
"disicio",11,0.381294390466254
"disiunctio",1,0.0346631264060231
"disiungo",6,0.207978758436138
"dispar",7,0.242641884842161
"dispello",4,0.138652505624092
"dispensatio",1,0.0346631264060231
"dispenso",2,0.0693262528120461
"dispereo",1,0.0346631264060231
"dispergo",14,0.485283769684323
"disperse",1,0.0346631264060231
"dispertio",1,0.0346631264060231
"dispertior",2,0.0693262528120461
"dispertitio",1,0.0346631264060231
"dispicio",6,0.207978758436138
"displiceo",9,0.311968137654208
"displodo",1,0.0346631264060231
"dispono",19,0.658599401714438
"disposite",1,0.0346631264060231
"dispositio",1,0.0346631264060231
"dispositum",1,0.0346631264060231
"disputatio",14,0.485283769684323
"disputator",1,0.0346631264060231
"disputo",31,1.07455691858671
"dissemino",2,0.0693262528120461
"dissensio",19,0.658599401714438
"dissentio",19,0.658599401714438
"dissero",19,0.658599401714438
"dissertus",8,0.277305011248185
"dissideo",14,0.485283769684323
"dissido",1,0.0346631264060231
"dissignator",1,0.0346631264060231
"dissilio",1,0.0346631264060231
"dissimilis",24,0.831915033744554
"dissimilitudo",5,0.173315632030115
"dissimulator",1,0.0346631264060231
"dissimulo",20,0.693262528120461
"dissipatio",1,0.0346631264060231
"dissipo",12,0.415957516872277
"dissociabilis",1,0.0346631264060231
"dissocio",1,0.0346631264060231
"dissoluo",14,0.485283769684323
"dissolute",1,0.0346631264060231
"dissolutio",2,0.0693262528120461
"dissolutus",3,0.103989379218069
"dissuadeo",3,0.103989379218069
"dissuasor",1,0.0346631264060231
"dissuo",1,0.0346631264060231
"distantia",1,0.0346631264060231
"distendo",1,0.0346631264060231
"distensus",1,0.0346631264060231
"distincte",1,0.0346631264060231
"distinctio",1,0.0346631264060231
"distinctus",1,0.0346631264060231
"distineo",6,0.207978758436138
"distinguo",8,0.277305011248185
"disto",3,0.103989379218069
"distorqueo",1,0.0346631264060231
"distortus",2,0.0693262528120461
"distractio",1,0.0346631264060231
"distraho",9,0.311968137654208
"distribuo",10,0.346631264060231
"distributio",2,0.0693262528120461
"districtus",2,0.0693262528120461
"distringo",3,0.103989379218069
"disturbo",4,0.138652505624092
"diu",117,4.0555857895047
"diua",7,0.242641884842161
"diuarico",1,0.0346631264060231
"diuello",11,0.381294390466254
"diuendo",1,0.0346631264060231
"diuerse",1,0.0346631264060231
"diuersitas",1,0.0346631264060231
"diuersum",9,0.311968137654208
"diuersus",34,1.17854629780478
"diuerto",7,0.242641884842161
"diues",44,1.52517756186501
"Diues",1,0.0346631264060231
"Diuico",2,0.0693262528120461
"diuido",52,1.8024825731132
"diuiduus",1,0.0346631264060231
"diuina",6,0.207978758436138
"diuinitas",1,0.0346631264060231
"diuinitus",10,0.346631264060231
"diuino",4,0.138652505624092
"diuinum",4,0.138652505624092
"diuinus",61,2.11445071076741
"diuinus2",1,0.0346631264060231
"diuisio",1,0.0346631264060231
"diuisor",7,0.242641884842161
"Diuitiacus",19,0.658599401714438
"diuitiae",72,2.49574510123366
"diuortium",3,0.103989379218069
"diurnus",5,0.173315632030115
"dius",1,0.0346631264060231
"diutinus",1,0.0346631264060231
"diuturnitas",7,0.242641884842161
"diuturnus",16,0.554610022496369
"diuum",1,0.0346631264060231
"diuus",19,0.658599401714438
"do",709,24.5761566218704
"doceo",75,2.59973448045173
"docilis",2,0.0693262528120461
"doctor",3,0.103989379218069
"doctrina",23,0.79725190733853
"doctus",33,1.14388317139876
"documentum",9,0.311968137654208
"dodonaeus",1,0.0346631264060231
"dodrans",1,0.0346631264060231
"Dolabella",11,0.381294390466254
"doleo",59,2.04512445795536
"dolium",1,0.0346631264060231
"dolo",1,0.0346631264060231
"dolo2",1,0.0346631264060231
"dolor",157,5.44211084574562
"Dolor",2,0.0693262528120461
"dolosus",3,0.103989379218069
"dolus",27,0.935904412962623
"domesticus",60,2.07978758436138
"domesticus2",2,0.0693262528120461
"domicilium",22,0.762588780932507
"domina",10,0.346631264060231
"dominatio",9,0.311968137654208
"dominatus",6,0.207978758436138
"dominor",13,0.4506206432783
"dominus",67,2.32242946920355
"domitiani",1,0.0346631264060231
"domitius",23,0.79725190733853
"domitor",2,0.0693262528120461
"domo",17,0.589273148902392
"domus",223,7.72987718854314
"domus2",158,5.47677397215164
"donatio",4,0.138652505624092
"donatiuum",2,0.0693262528120461
"donec",22,0.762588780932507
"dono",30,1.03989379218069
"donum",32,1.10922004499274
"doricus",4,0.138652505624092
"dormio",17,0.589273148902392
"dormito",2,0.0693262528120461
"dorsum",4,0.138652505624092
"Dorylaus",1,0.0346631264060231
"dos",9,0.311968137654208
"draco",2,0.0693262528120461
"drepanitanus",2,0.0693262528120461
"druides",7,0.242641884842161
"Drusus",9,0.311968137654208
"dubie",3,0.103989379218069
"Dubis",1,0.0346631264060231
"dubitabilis",1,0.0346631264060231
"dubitatio",10,0.346631264060231
"dubito",120,4.15957516872277
"dubium",12,0.415957516872277
"dubius",46,1.59450381467706
"ducenius",1,0.0346631264060231
"ducenti",24,0.831915033744554
"duco",152,5.26879521371551
"ducto",3,0.103989379218069
"ductor",5,0.173315632030115
"ductus",2,0.0693262528120461
"dudum",8,0.277305011248185
"Duellius",1,0.0346631264060231
"dulce",2,0.0693262528120461
"dulcedo",6,0.207978758436138
"dulcesco",1,0.0346631264060231
"dulcis",47,1.62916694108308
"dum",196,6.79397277558052
"dummodo",12,0.415957516872277
"Dumnorix",10,0.346631264060231
"dumtaxat",8,0.277305011248185
"dumus",1,0.0346631264060231
"duo",200,6.93262528120461
"duodecim",18,0.623936275308415
"duodecimus",7,0.242641884842161
"duodenus",1,0.0346631264060231
"duodeuiginti",5,0.173315632030115
"duoetuicensimus",1,0.0346631264060231
"duplex",11,0.381294390466254
"duplico",3,0.103989379218069
"dupondius",1,0.0346631264060231
"dure",6,0.207978758436138
"duritia",3,0.103989379218069
"durities",1,0.0346631264060231
"Durius",1,0.0346631264060231
"duro",14,0.485283769684323
"Durocortorum",1,0.0346631264060231
"Duronius",2,0.0693262528120461
"durum",7,0.242641884842161
"durus",46,1.59450381467706
"duumuir",2,0.0693262528120461
"dux",112,3.88227015747458
"dynastes",1,0.0346631264060231
"dyrrachini",1,0.0346631264060231
"Dyrrachium",6,0.207978758436138
"ea",135,4.67952206481311
"eadem",25,0.866578160150577
"ebibo",2,0.0693262528120461
"ebrietas",5,0.173315632030115
"ebrius",10,0.346631264060231
"ebur",7,0.242641884842161
"eburneus",3,0.103989379218069
"eburnus",1,0.0346631264060231
"Eburones",11,0.381294390466254
"Eburouices",1,0.0346631264060231
"ecce",34,1.17854629780478
"ecfeminatus",2,0.0693262528120461
"ecferatus",1,0.0346631264060231
"ecfrenatus",5,0.173315632030115
"ecfusus",3,0.103989379218069
"echinus",1,0.0346631264060231
"ecqui2",1,0.0346631264060231
"ecquid",9,0.311968137654208
"ecquis",15,0.519946896090346
"ecquisnam",2,0.0693262528120461
"eculeus",7,0.242641884842161
"edax",1,0.0346631264060231
"edepol",1,0.0346631264060231
"edico",9,0.311968137654208
"edictum",21,0.727925654526484
"edisco",4,0.138652505624092
"edissero",2,0.0693262528120461
"editus",6,0.207978758436138
"edo",32,1.10922004499274
"edo2",12,0.415957516872277
"edoceo",7,0.242641884842161
"edonus",1,0.0346631264060231
"educo",34,1.17854629780478
"educo2",5,0.173315632030115
"effectus",3,0.103989379218069
"effemino",3,0.103989379218069
"effero",38,1.31719880342888
"effero2",2,0.0693262528120461
"efferuesco",1,0.0346631264060231
"efferus",1,0.0346631264060231
"effetus",2,0.0693262528120461
"efficax",8,0.277305011248185
"efficio",95,3.29299700857219
"effigies",3,0.103989379218069
"efflagito",2,0.0693262528120461
"efflo",2,0.0693262528120461
"effloresco",2,0.0693262528120461
"effluo",6,0.207978758436138
"effodio",5,0.173315632030115
"effor",4,0.138652505624092
"effrenate",2,0.0693262528120461
"effrenus",2,0.0693262528120461
"effringo",5,0.173315632030115
"effugio",31,1.07455691858671
"effugium",1,0.0346631264060231
"effulgeo",1,0.0346631264060231
"effundo",28,0.970567539368646
"effuse",2,0.0693262528120461
"effusio",1,0.0346631264060231
"egens",9,0.311968137654208
"egenus",1,0.0346631264060231
"egeo",30,1.03989379218069
"Egeria",1,0.0346631264060231
"egero",1,0.0346631264060231
"egestas",18,0.623936275308415
"egnatius",1,0.0346631264060231
"Egnatuleius",3,0.103989379218069
"ego",2948,102.186896644956
"egredior",36,1.24787255061683
"egregie",9,0.311968137654208
"egregius",51,1.76781944670718
"egressus",1,0.0346631264060231
"eheu",2,0.0693262528120461
"eicio",59,2.04512445795536
"eiectio",1,0.0346631264060231
"eiulatus",1,0.0346631264060231
"eiulo",1,0.0346631264060231
"eiuro",1,0.0346631264060231
"eiusmodi",9,0.311968137654208
"elabor",7,0.242641884842161
"elaboro",15,0.519946896090346
"electio",3,0.103989379218069
"Electra",1,0.0346631264060231
"electus",2,0.0693262528120461
"elegans",3,0.103989379218069
"eleganter",3,0.103989379218069
"elegantia",6,0.207978758436138
"elegi",1,0.0346631264060231
"elei",2,0.0693262528120461
"elementa",1,0.0346631264060231
"elementum",2,0.0693262528120461
"elephantus",2,0.0693262528120461
"eleuo",4,0.138652505624092
"Eleutherocilices",1,0.0346631264060231
"elicio",8,0.277305011248185
"elido",8,0.277305011248185
"eligo",37,1.28253567702285
"Elius",1,0.0346631264060231
"elogium",2,0.0693262528120461
"eloquens",2,0.0693262528120461
"eloquentia",13,0.4506206432783
"eloquor",3,0.103989379218069
"Elorus",1,0.0346631264060231
"eluceo",3,0.103989379218069
"eludo",7,0.242641884842161
"eluo",4,0.138652505624092
"Elusates",1,0.0346631264060231
"emancipo",1,0.0346631264060231
"emano",2,0.0693262528120461
"emblema",7,0.242641884842161
"emendatio",1,0.0346631264060231
"emendatus",3,0.103989379218069
"emendo",10,0.346631264060231
"ementior",2,0.0693262528120461
"emereo",2,0.0693262528120461
"emereor",1,0.0346631264060231
"emergo",13,0.4506206432783
"emetior",1,0.0346631264060231
"emico",3,0.103989379218069
"emigro",1,0.0346631264060231
"eminens",1,0.0346631264060231
"emineo",6,0.207978758436138
"eminus",1,0.0346631264060231
"emiror",1,0.0346631264060231
"emitto",31,1.07455691858671
"emo",68,2.35709259560957
"emolior",1,0.0346631264060231
"emollio",1,0.0346631264060231
"emolumentum",2,0.0693262528120461
"emorior",6,0.207978758436138
"emporium",1,0.0346631264060231
"emptio",7,0.242641884842161
"emptor",4,0.138652505624092
"emundatio",1,0.0346631264060231
"emungo",2,0.0693262528120461
"en",21,0.727925654526484
"enarrabilis",1,0.0346631264060231
"enarro",2,0.0693262528120461
"enascor",2,0.0693262528120461
"enato",1,0.0346631264060231
"eneruo",6,0.207978758436138
"enguini",1,0.0346631264060231
"enim",1077,37.3321871392868
"enimuero",1,0.0346631264060231
"Enipeus",1,0.0346631264060231
"eniteo",4,0.138652505624092
"enitesco",2,0.0693262528120461
"enitor",6,0.207978758436138
"ennius",13,0.4506206432783
"enodis",1,0.0346631264060231
"ensis",11,0.381294390466254
"entheus",2,0.0693262528120461
"enumeratio",1,0.0346631264060231
"enumero",7,0.242641884842161
"enuntiatio",1,0.0346631264060231
"enuntio",11,0.381294390466254
"eo",165,5.71941585699381
"eoi",6,0.207978758436138
"Epaphus",2,0.0693262528120461
"ephemeris",1,0.0346631264060231
"ephesius",2,0.0693262528120461
"Ephesus",12,0.415957516872277
"ephippiatus",1,0.0346631264060231
"ephippium",1,0.0346631264060231
"Epicrates",1,0.0346631264060231
"epicurei",1,0.0346631264060231
"epicureus",1,0.0346631264060231
"Epicurus",46,1.59450381467706
"epidaurius",1,0.0346631264060231
"epigramma",1,0.0346631264060231
"epigrammatum",1,0.0346631264060231
"epilogus",1,0.0346631264060231
"Epimethis",1,0.0346631264060231
"epiroticus",3,0.103989379218069
"Epirus",31,1.07455691858671
"epistula",118,4.09024891591072
"epos",1,0.0346631264060231
"epoto",1,0.0346631264060231
"epulae",18,0.623936275308415
"epularis",1,0.0346631264060231
"epulo",1,0.0346631264060231
"epulor",3,0.103989379218069
"equa",1,0.0346631264060231
"eques",127,4.40221705356493
"equester",19,0.658599401714438
"equester2",4,0.138652505624092
"equidem",65,2.2531032163915
"equitatus",68,2.35709259560957
"equito",5,0.173315632030115
"equus",72,2.49574510123366
"era",1,0.0346631264060231
"erado",2,0.0693262528120461
"erasinus",1,0.0346631264060231
"Eratosthenes",2,0.0693262528120461
"Erebus",4,0.138652505624092
"erectus",13,0.4506206432783
"erepo",1,0.0346631264060231
"ereptio",1,0.0346631264060231
"erga",32,1.10922004499274
"ergastulum",1,0.0346631264060231
"ergo",156,5.4074477193396
"ergo2",10,0.346631264060231
"erigo",21,0.727925654526484
"Erillus",1,0.0346631264060231
"Erinys",5,0.173315632030115
"Eriphyla",1,0.0346631264060231
"eripio",103,3.57030201982038
"eroditus",10,0.346631264060231
"erogo",2,0.0693262528120461
"erraticus",1,0.0346631264060231
"erratum",3,0.103989379218069
"erro",51,1.76781944670718
"error",35,1.21320942421081
"erubesco",8,0.277305011248185
"eructo",1,0.0346631264060231
"erudio",9,0.311968137654208
"erudite",1,0.0346631264060231
"eruditi",1,0.0346631264060231
"erumpo",19,0.658599401714438
"eruo",8,0.277305011248185
"eruptio",8,0.277305011248185
"eruum",1,0.0346631264060231
"erycinus",1,0.0346631264060231
"erymanthius",1,0.0346631264060231
"Erymanthus",1,0.0346631264060231
"Eryx",2,0.0693262528120461
"Esaias",2,0.0693262528120461
"esca",5,0.173315632030115
"escendo",7,0.242641884842161
"Esquiliae",1,0.0346631264060231
"essedarius",2,0.0693262528120461
"essedum",3,0.103989379218069
"essubii",2,0.0693262528120461
"esurio",12,0.415957516872277
"et",6731,233.317503838941
"et2",141,4.88750082324925
"etenim",84,2.91170261810594
"etiam",1076,37.2975240128808
"etiamnunc",9,0.311968137654208
"etiamsi",22,0.762588780932507
"Etruria",11,0.381294390466254
"etrusci",1,0.0346631264060231
"etruscus",4,0.138652505624092
"etsi",87,3.01569199732401
"etsi2",14,0.485283769684323
"euado",13,0.4506206432783
"euagor",1,0.0346631264060231
"Euander",2,0.0693262528120461
"euanesco",2,0.0693262528120461
"euangelium",3,0.103989379218069
"euanide",4,0.138652505624092
"euanidus",1,0.0346631264060231
"eueho",3,0.103989379218069
"euello",9,0.311968137654208
"euenio",35,1.21320942421081
"euentum",3,0.103989379218069
"euentus",15,0.519946896090346
"euerriculum",1,0.0346631264060231
"euersio",2,0.0693262528120461
"euersus",1,0.0346631264060231
"euerto",32,1.10922004499274
"euhius",1,0.0346631264060231
"euidens",2,0.0693262528120461
"euincio",1,0.0346631264060231
"euinco",2,0.0693262528120461
"euito",5,0.173315632030115
"eunuchus",1,0.0346631264060231
"euocator",1,0.0346631264060231
"euoco",22,0.762588780932507
"euolo",6,0.207978758436138
"euoluo",8,0.277305011248185
"euomo",3,0.103989379218069
"Euphrates",2,0.0693262528120461
"Eupolemus",1,0.0346631264060231
"Eupolis",1,0.0346631264060231
"Euripus",1,0.0346631264060231
"Europa",3,0.103989379218069
"Eurotas",3,0.103989379218069
"Eurus",9,0.311968137654208
"Eurybates",1,0.0346631264060231
"Euterpe",1,0.0346631264060231
"Eutrapelus",1,0.0346631264060231
"Eutychus",1,0.0346631264060231
"euulgo",1,0.0346631264060231
"euxinus",1,0.0346631264060231
"ex",1360,47.1418519121914
"exactio",2,0.0693262528120461
"exactor",1,0.0346631264060231
"exactus",1,0.0346631264060231
"exaedifico",1,0.0346631264060231
"exaequo",7,0.242641884842161
"exaestuo",1,0.0346631264060231
"exaggero",2,0.0693262528120461
"exagito",14,0.485283769684323
"examen",3,0.103989379218069
"examino",1,0.0346631264060231
"exanimis",3,0.103989379218069
"exanimo",9,0.311968137654208
"exanimus",1,0.0346631264060231
"exardeo",2,0.0693262528120461
"exardesco",9,0.311968137654208
"exaresco",1,0.0346631264060231
"exarmo",2,0.0693262528120461
"exaro",1,0.0346631264060231
"exaspero",1,0.0346631264060231
"exauctoro",2,0.0693262528120461
"exaudio",9,0.311968137654208
"excaeco",3,0.103989379218069
"excalceo",1,0.0346631264060231
"excandesco",1,0.0346631264060231
"excarnifico",1,0.0346631264060231
"excauo",1,0.0346631264060231
"excedo",28,0.970567539368646
"excellens",10,0.346631264060231
"excellentia",1,0.0346631264060231
"excello",7,0.242641884842161
"excelsum",2,0.0693262528120461
"excelsus",10,0.346631264060231
"exceptio",4,0.138652505624092
"exceptiuncula",1,0.0346631264060231
"excerpo",6,0.207978758436138
"excessus",1,0.0346631264060231
"excidium",2,0.0693262528120461
"excido",16,0.554610022496369
"excido2",6,0.207978758436138
"excio",5,0.173315632030115
"excipio",51,1.76781944670718
"excito",59,2.04512445795536
"exclamatio",1,0.0346631264060231
"exclamo",10,0.346631264060231
"excludo",19,0.658599401714438
"excogito",8,0.277305011248185
"excolo",4,0.138652505624092
"excors",1,0.0346631264060231
"excrucio",4,0.138652505624092
"excubiae",3,0.103989379218069
"excubo",1,0.0346631264060231
"excudo",1,0.0346631264060231
"excurro",2,0.0693262528120461
"excursio",6,0.207978758436138
"excusatio",15,0.519946896090346
"excusatus",1,0.0346631264060231
"excuso",8,0.277305011248185
"excutio",32,1.10922004499274
"execratus",1,0.0346631264060231
"exedo",2,0.0693262528120461
"exemplar",6,0.207978758436138
"exemplum",77,2.66906073326378
"exeo",91,3.1543445029481
"exerceo",61,2.11445071076741
"exercitatio",29,1.00523066577467
"exercitatus",5,0.173315632030115
"exercito",1,0.0346631264060231
"exercitus",283,9.80966477290453
"exertus",1,0.0346631264060231
"exhaurio",21,0.727925654526484
"exhibeo",11,0.381294390466254
"exhortatio",1,0.0346631264060231
"exhortor",5,0.173315632030115
"exigo",47,1.62916694108308
"exigue",1,0.0346631264060231
"exiguitas",5,0.173315632030115
"exiguum",4,0.138652505624092
"exiguus",31,1.07455691858671
"exilis",3,0.103989379218069
"exiliter",1,0.0346631264060231
"exilium",62,2.14911383717343
"eximie",1,0.0346631264060231
"eximius",16,0.554610022496369
"eximo",9,0.311968137654208
"exinde",1,0.0346631264060231
"existimatio",24,0.831915033744554
"existimator",1,0.0346631264060231
"existimo",193,6.68998339636245
"exitiosus",1,0.0346631264060231
"exitium",29,1.00523066577467
"exitus",55,1.90647195233127
"exolesco",3,0.103989379218069
"exoleti",2,0.0693262528120461
"exonero",3,0.103989379218069
"exoptatus",1,0.0346631264060231
"exopto",6,0.207978758436138
"exorabilis",1,0.0346631264060231
"exordior",2,0.0693262528120461
"exorior",9,0.311968137654208
"exorno",6,0.207978758436138
"exoro",3,0.103989379218069
"exorsus",1,0.0346631264060231
"exortus",1,0.0346631264060231
"exosus",1,0.0346631264060231
"expallesco",1,0.0346631264060231
"expauesco",9,0.311968137654208
"expectatus",1,0.0346631264060231
"expedio",32,1.10922004499274
"expedite",1,0.0346631264060231
"expeditio",2,0.0693262528120461
"expeditor",1,0.0346631264060231
"expeditus",24,0.831915033744554
"expello",46,1.59450381467706
"expendo",1,0.0346631264060231
"expensum",2,0.0693262528120461
"expergiscor",5,0.173315632030115
"experiens",1,0.0346631264060231
"experientia",1,0.0346631264060231
"experimentum",8,0.277305011248185
"experior",52,1.8024825731132
"experiscor",1,0.0346631264060231
"expers",12,0.415957516872277
"expeto",33,1.14388317139876
"expilo",3,0.103989379218069
"expio",10,0.346631264060231
"expiscor",1,0.0346631264060231
"explanatio",1,0.0346631264060231
"explano",1,0.0346631264060231
"expleo",14,0.485283769684323
"explicatio",1,0.0346631264060231
"explico",26,0.9012412865566
"explodo",2,0.0693262528120461
"explorator",15,0.519946896090346
"exploratus",7,0.242641884842161
"exploro",18,0.623936275308415
"expono",38,1.31719880342888
"exporto",6,0.207978758436138
"exposco",1,0.0346631264060231
"expressus",2,0.0693262528120461
"exprimo",20,0.693262528120461
"exprobro",6,0.207978758436138
"expromo",8,0.277305011248185
"expugnatio",3,0.103989379218069
"expugno",15,0.519946896090346
"expungo",1,0.0346631264060231
"expurgo",1,0.0346631264060231
"exquiro",10,0.346631264060231
"exquisitus",1,0.0346631264060231
"exsanguis",3,0.103989379218069
"exsanio",1,0.0346631264060231
"exscindo",1,0.0346631264060231
"exseco",4,0.138652505624092
"exsecrabilis",1,0.0346631264060231
"exsecratio",2,0.0693262528120461
"exsecror",3,0.103989379218069
"exsequiae",3,0.103989379218069
"exsequor",12,0.415957516872277
"exsero",6,0.207978758436138
"exsicco",1,0.0346631264060231
"exsilio",2,0.0693262528120461
"exsisto",34,1.17854629780478
"exsoluo",1,0.0346631264060231
"exsorbeo",2,0.0693262528120461
"exspatior",1,0.0346631264060231
"exspectatio",27,0.935904412962623
"exspecto",178,6.17003650027211
"exspiro",2,0.0693262528120461
"exspolio",1,0.0346631264060231
"exspuo",1,0.0346631264060231
"exsterno",1,0.0346631264060231
"exstimulo",1,0.0346631264060231
"exstinguo",39,1.3518619298349
"exstirpo",1,0.0346631264060231
"exsto",12,0.415957516872277
"exstructio",1,0.0346631264060231
"exstruo",11,0.381294390466254
"exsuctus",1,0.0346631264060231
"exsudo",1,0.0346631264060231
"exsulto",12,0.415957516872277
